"BIZ_UNIT","PD_S_C","PD_S_NM","PD_M_NM","PD_H_NM","cnt.x","cnt.y","percent"
"A02",1400,"냉장규격고등어","냉장규격생선","수산",239,13538,0.017654011
"A02",1399,"냉장규격연어","냉장규격생선","수산",327,13538,0.024154233
"A02",1394,"냉동규격날치알","냉동규격해물","수산",104,13538,0.00768208
"A02",1395,"냉동규격새우","냉동규격해물","수산",487,13538,0.035972817
"A02",1393,"냉동규격연체류","냉동규격해물","수산",3,13538,0.000221598
"A02",1396,"냉동규격패류","냉동규격해물","수산",111,13538,0.008199143
"A02",1392,"냉동규격연어","냉동규격생선","수산",230,13538,0.016989216
"A02",1390,"냉동규격전감","냉동규격생선","수산",258,13538,0.019057468
"A02",1404,"규격소스류","규격RTC","수산",283,13538,0.020904122
"A02",1403,"볶음류(냉장)","규격RTC","수산",39,13538,0.00288078
"A02",1402,"찌개/탕(냉장)","규격RTC","수산",168,13538,0.012409514
"A02",822,"황태채","황태","수산",657,13538,0.048530064
"A02",823,"황태포","황태","수산",450,13538,0.03323977
"A02",819,"국물팩","천연조미료","수산",292,13538,0.021568917
"A02",820,"어간장","천연조미료","수산",8,13538,0.000590929
"A02",821,"원물가루","천연조미료","수산",44,13538,0.003250111
"A02",824,"다시마","미역/다시마","수산",394,13538,0.029103265
"A02",825,"미역","미역/다시마","수산",1142,13538,0.084355148
"A02",815,"국물용멸치","멸치","수산",567,13538,0.04188211
"A02",816,"볶음용멸치","멸치","수산",802,13538,0.059240656
"A02",817,"볶음조림용멸치","멸치","수산",344,13538,0.025409957
"A02",818,"새우,홍합","멸치","수산",290,13538,0.021421185
"A02",1411,"모둠회","생선회","수산",245,13538,0.018097208
"A02",1412,"시즌회","생선회","수산",418,13538,0.030876053
"A02",1413,"연어회","생선회","수산",434,13538,0.032057911
"A02",27,"일반회","생선회","수산",75,13538,0.005539962
"A02",28,"참치회","생선회","수산",366,13538,0.027035013
"A02",1414,"홍어회","생선회","수산",73,13538,0.005392229
"A02",26,"활어회","생선회","수산",918,13538,0.06780913
"A02",1407,"모둠초밥","생선초밥","수산",205,13538,0.015142562
"A02",1408,"활어초밥","생선초밥","수산",41,13538,0.003028512
"A02",1410,"장어류","기타회","수산",216,13538,0.015955089
"A02",1409,"회재료","기타회","수산",367,13538,0.027108879
"A02",1378,"수입냉동연어","수입연어","수산",99,13538,0.007312749
"A02",1377,"수입생물연어","수입연어","수산",298,13538,0.022012114
"A02",1386,"수입가자미","수입기타생선","수산",88,13538,0.006500222
"A02",1389,"수입구색생선","수입기타생선","수산",21,13538,0.001551189
"A02",1385,"수입꽁치","수입기타생선","수산",199,13538,0.014699365
"A02",1388,"수입명태","수입기타생선","수산",206,13538,0.015216428
"A02",1387,"수입임연수어","수입기타생선","수산",107,13538,0.007903679
"A02",1380,"수입고등어자반","수입고등어","수산",649,13538,0.047939134
"A02",1379,"수입냉동고등어","수입고등어","수산",82,13538,0.006057025
"A02",1384,"대게","수입게","수산",12,13538,0.000886394
"A02",1382,"랍스터","수입게","수산",225,13538,0.016619885
"A02",1383,"킹크랩","수입게","수산",54,13538,0.003988772
"A02",1381,"수입냉동갈치","수입갈치","수산",339,13538,0.025040626
"A02",1372,"국산명태","조기/명태","수산",32,13538,0.002363717
"A02",1368,"국산백조기","조기/명태","수산",108,13538,0.007977545
"A02",1366,"국산참조기","조기/명태","수산",208,13538,0.01536416
"A02",1369,"긴가이석태","조기/명태","수산",19,13538,0.001403457
"A02",1367,"부세조기","조기/명태","수산",63,13538,0.004653568
"A02",1370,"영상가이석태","조기/명태","수산",31,13538,0.002289851
"A02",1365,"국산오징어","오징어","수산",2093,13538,0.154601861
"A02",1354,"국산도미","도미/민어","수산",118,13538,0.008716206
"A02",1355,"국산민어","도미/민어","수산",48,13538,0.003545575
"A02",1353,"국산대구","대구","수산",384,13538,0.028364603
"A02",1364,"국산가자미","꽁치/가자미","수산",297,13538,0.021938248
"A02",1363,"국산꽁치","꽁치/가자미","수산",138,13538,0.010193529
"A02",1357,"국산금태","기타구색생선","수산",38,13538,0.002806914
"A02",1361,"국산병어","기타구색생선","수산",37,13538,0.002733048
"A02",1360,"국산아귀","기타구색생선","수산",71,13538,0.005244497
"A02",1358,"국산우럭","기타구색생선","수산",131,13538,0.009676466
"A02",1359,"국산임연수어","기타구색생선","수산",38,13538,0.002806914
"A02",1356,"국산청어","기타구색생선","수산",29,13538,0.002142118
"A02",1376,"국산갈치","국산게/갈치","수산",1110,13538,0.081991432
"A02",1373,"국산꽃게","국산게/갈치","수산",712,13538,0.052592702
"A02",1374,"국산대게","국산게/갈치","수산",9,13538,0.000664795
"A02",1375,"국산홍게","국산게/갈치","수산",37,13538,0.002733048
"A02",532,"국산고등어","고등어/삼치","수산",1166,13538,0.086127936
"A02",533,"국산고등어자반","고등어/삼치","수산",747,13538,0.055178017
"A02",534,"국산삼치","고등어/삼치","수산",600,13538,0.044319693
"A02",759,"다시마","해초","수산",118,13538,0.008716206
"A02",760,"매생이","해초","수산",180,13538,0.013295908
"A02",761,"미역","해초","수산",265,13538,0.019574531
"A02",762,"톳","해초","수산",40,13538,0.002954646
"A02",763,"파래","해초","수산",67,13538,0.004949032
"A02",764,"포장해초류","해초","수산",186,13538,0.013739105
"A02",777,"곤이","조개살","수산",44,13538,0.003250111
"A02",778,"관자살","조개살","수산",86,13538,0.006352489
"A02",780,"논우렁살","조개살","수산",278,13538,0.020534791
"A02",781,"멍게","조개살","수산",154,13538,0.011375388
"A02",782,"명태알","조개살","수산",44,13538,0.003250111
"A02",783,"미더덕","조개살","수산",54,13538,0.003988772
"A02",784,"바지락살","조개살","수산",344,13538,0.025409957
"A02",785,"새우살","조개살","수산",315,13538,0.023267839
"A02",786,"생굴","조개살","수산",1336,13538,0.098685182
"A02",787,"오만둥이","조개살","수산",56,13538,0.004136505
"A02",788,"해삼","조개살","수산",35,13538,0.002585315
"A02",789,"홍합살","조개살","수산",74,13538,0.005466095
"A02",765,"개조개","조개","수산",15,13538,0.001107992
"A02",766,"골뱅이","조개","수산",51,13538,0.003767174
"A02",768,"꼬막","조개","수산",258,13538,0.019057468
"A02",769,"모시조개","조개","수산",122,13538,0.009011671
"A02",770,"바지락","조개","수산",522,13538,0.038558133
"A02",771,"생합","조개","수산",111,13538,0.008199143
"A02",772,"석화","조개","수산",24,13538,0.001772788
"A02",773,"소라","조개","수산",79,13538,0.005835426
"A02",774,"전복","조개","수산",1170,13538,0.086423401
"A02",775,"키조개","조개","수산",56,13538,0.004136505
"A02",776,"피홍합","조개","수산",465,13538,0.034347762
"A02",790,"갑오징어","연체","수산",26,13538,0.00192052
"A02",792,"낙지","연체","수산",563,13538,0.041586645
"A02",793,"문어","연체","수산",409,13538,0.030211257
"A02",794,"주꾸미","연체","수산",532,13538,0.039296794
"A02",795,"해파리","연체","수산",58,13538,0.004284237
"A02",797,"블랙타이거","새우","수산",207,13538,0.015290294
"A02",798,"흰다리새우","새우","수산",943,13538,0.069655784
"A02",418,"남성스포츠상의","남성스포츠","스포츠",49,13538,0.003619442
"A02",420,"남성스포츠아우터","남성스포츠","스포츠",15,13538,0.001107992
"A02",419,"남성스포츠하의","남성스포츠","스포츠",80,13538,0.005909292
"A02",1351,"에스마켓","스포츠브랜드편집","스포츠",5,13538,0.000369331
"A02",479,"브랜드","브랜드","스포츠",1255,13538,0.092702024
"A02",481,"브랜드기획","브랜드","스포츠",42,13538,0.003102378
"A02",483,"골프공","골프","스포츠",32,13538,0.002363717
"A02",486,"골프백","골프","스포츠",1,13538,7.39e-05
"A02",487,"골프소품","골프","스포츠",8,13538,0.000590929
"A02",484,"골프장갑","골프","스포츠",33,13538,0.002437583
"A02",485,"골프화","골프","스포츠",1,13538,7.39e-05
"A02",482,"브랜드","골프","스포츠",199,13538,0.014699365
"A02",467,"보호대용품","헬스용품","스포츠",37,13538,0.002733048
"A02",464,"웨이트용품","헬스용품","스포츠",151,13538,0.011153789
"A02",466,"측정용품","헬스용품","스포츠",72,13538,0.005318363
"A02",1454,"투기용품","헬스용품","스포츠",5,13538,0.000369331
"A02",465,"피트니스용품","헬스용품","스포츠",258,13538,0.019057468
"A02",115,"헬스기구","헬스용품","스포츠",6,13538,0.000443197
"A02",117,"아동자전거","자전거","스포츠",11,13538,0.000812528
"A02",116,"일반자전거","자전거","스포츠",11,13538,0.000812528
"A02",471,"일반자전거","자전거","스포츠",21,13538,0.001551189
"A02",118,"자전거용품","자전거","스포츠",106,13538,0.007829812
"A02",470,"생활용품","시니어건강용품","스포츠",2,13538,0.000147732
"A02",469,"안마용품","시니어건강용품","스포츠",17,13538,0.001255725
"A02",473,"기능성의류","스포츠의류","스포츠",2,13538,0.000147732
"A02",472,"브랜드","스포츠의류","스포츠",126,13538,0.009307135
"A02",477,"스포츠가방","스포츠ACC","스포츠",1,13538,7.39e-05
"A02",476,"스포츠양말","스포츠ACC","스포츠",14,13538,0.001034126
"A02",475,"스포츠장갑","스포츠ACC","스포츠",30,13538,0.002215985
"A02",449,"롤러보드용품","롤러보드","스포츠",14,13538,0.001034126
"A02",448,"보드류","롤러보드","스포츠",23,13538,0.001698922
"A02",447,"인라인스케이트","롤러보드","스포츠",23,13538,0.001698922
"A02",461,"배드민턴용품","라켓스포츠","스포츠",170,13538,0.012557246
"A02",463,"탁구용품","라켓스포츠","스포츠",36,13538,0.002659182
"A02",462,"테니스용품","라켓스포츠","스포츠",18,13538,0.001329591
"A02",112,"농구용품","구기용품","스포츠",50,13538,0.003693308
"A02",113,"배구용품","구기용품","스포츠",7,13538,0.000517063
"A02",111,"야구용품","구기용품","스포츠",101,13538,0.007460482
"A02",110,"축구용품","구기용품","스포츠",126,13538,0.009307135
"A02",450,"팀유니폼","구기용품","스포츠",1,13538,7.39e-05
"A02",440,"브랜드","윈터스포츠","스포츠",16,13538,0.001181858
"A02",441,"스키/보드용품","윈터스포츠","스포츠",64,13538,0.004727434
"A02",442,"스키/보드의류","윈터스포츠","스포츠",8,13538,0.000590929
"A02",444,"물놀이용품","워터스포츠","스포츠",40,13538,0.002954646
"A02",443,"브랜드","워터스포츠","스포츠",466,13538,0.034421628
"A02",446,"워터스포츠용품","워터스포츠","스포츠",45,13538,0.003323977
"A02",445,"패션수영복","워터스포츠","스포츠",2,13538,0.000147732
"A02",183,"스포츠양말","남성양말","스포츠",349,13538,0.025779288
"A02",313,"기능화","스포츠슈즈","스포츠",1,13538,7.39e-05
"A02",312,"등산화","스포츠슈즈","스포츠",9,13538,0.000664795
"A02",310,"런닝화","스포츠슈즈","스포츠",41,13538,0.003028512
"A02",315,"병행수입스포츠슈즈","스포츠슈즈","스포츠",5,13538,0.000369331
"A02",311,"스니커즈","스포츠슈즈","스포츠",13,13538,0.00096026
"A02",314,"슬리퍼","스포츠슈즈","스포츠",260,13538,0.0192052
"A02",29,"시니어용품","시니어위생용품","생필품",5,13538,0.000369331
"A02",504,"요실금용위생용품","시니어위생용품","생필품",55,13538,0.004062638
"A02",503,"환자용위생용품","시니어위생용품","생필품",49,13538,0.003619442
"A02",190,"볶음/무침반찬","포장반찬HMR","식품",58,13538,0.004284237
"A02",191,"절임반찬","포장반찬HMR","식품",85,13538,0.006278623
"A02",192,"조림반찬","포장반찬HMR","식품",57,13538,0.004210371
"A02",199,"포장젓갈","포장반찬HMR","식품",92,13538,0.006795686
"A02",1221,"냉장떡","냉장식사HMR","식품",1837,13538,0.135692126
"A02",1222,"냉장면류","냉장식사HMR","식품",2302,13538,0.170039888
"A02",1219,"냉장간편식","냉장간편식HMR","식품",1096,13538,0.080957305
"A02",1220,"냉장장류","냉장간편식HMR","식품",1095,13538,0.080883439
"A02",223,"디저트","냉장간편식HMR","과자",365,13538,0.026961146
"A02",133,"냉동디저트HMR","냉동HMR","과자",889,13538,0.065667011
"A02",1326,"냉동면","냉동HMR","식품",123,13538,0.009085537
"A02",1327,"냉동밥","냉동HMR","식품",728,13538,0.05377456
"A02",135,"냉동식사HMR","냉동HMR","식품",507,13538,0.03745014
"A02",134,"수입냉동식사","냉동HMR","식품",104,13538,0.00768208
"A02",1246,"어린이시리얼","시리얼","과자",842,13538,0.062195302
"A02",1247,"온라인시리얼","시리얼","과자",4,13538,0.000295465
"A02",1248,"일반시리얼","시리얼","과자",1604,13538,0.118481312
"A02",1249,"체중조절용시리얼","시리얼","과자",530,13538,0.039149062
"A02",1243,"식빵","브랜드빵","과자",1006,13538,0.074309351
"A02",1244,"일반빵","브랜드빵","과자",2048,13538,0.151277884
"A02",1245,"찐빵","브랜드빵","과자",1180,13538,0.087162062
"A02",1240,"즉석 죽/스프/누룽지","밥죽류","식품",847,13538,0.062564633
"A02",1241,"즉석밥류","밥죽류","식품",2193,13538,0.161988477
"A02",1242,"컵밥류","밥죽류","식품",673,13538,0.049711922
"A02",1234,"국수","면류","식품",1380,13538,0.101935293
"A02",1235,"당면","면류","식품",1365,13538,0.100827301
"A02",1236,"수입면류","면류","식품",1823,13538,0.134658
"A02",1237,"숙면","면류","식품",603,13538,0.044541291
"A02",1232,"봉지라면","라면","식품",6227,13538,0.459964544
"A02",1233,"컵라면","라면","식품",3503,13538,0.258753139
"A02",1238,"3분요리류","간편요리","식품",1505,13538,0.111168563
"A02",1239,"분말조리식","간편요리","식품",2720,13538,0.20091594
"A02",1046,"메추리알","계란","식품",797,13538,0.058871325
"A02",1047,"브랜드란","계란","식품",1977,13538,0.146033388
"A02",1048,"일반란","계란","식품",3467,13538,0.256093958
"A02",1049,"차별화계란","계란","식품",2601,13538,0.192125868
"A02",1050,"가공계란","가공란","식품",194,13538,0.014330034
"A02",1051,"가공메추리알","가공란","식품",46,13538,0.003397843
"A02",1206,"라운드햄","햄","식품",187,13538,0.013812971
"A02",1207,"베이컨","햄","식품",1715,13538,0.126680455
"A02",1208,"사각햄","햄","식품",1458,13538,0.107696853
"A02",1209,"슬라이스햄","햄","식품",1172,13538,0.086571133
"A02",1210,"원물형태햄","햄","식품",743,13538,0.054882553
"A02",1498,"곤약","어묵맛살","식품",298,13538,0.022012114
"A02",1587,"김밥재료묶음","어묵맛살","식품",523,13538,0.038631999
"A02",1446,"맛살","어묵맛살","식품",2214,13538,0.163539666
"A02",1445,"어묵","어묵맛살","식품",3497,13538,0.258309942
"A02",1485,"유부","어묵맛살","식품",1615,13538,0.11929384
"A02",1479,"과자아이스","아이스크림","과자",374,13538,0.027625942
"A02",1478,"바아이스","아이스크림","과자",462,13538,0.034126163
"A02",1488,"콘아이스","아이스크림","과자",355,13538,0.026222485
"A02",1477,"튜브/컵아이스","아이스크림","과자",309,13538,0.022824642
"A02",1476,"홈아이스","아이스크림","과자",1134,13538,0.083764219
"A02",1211,"비엔나소시지","소시지","식품",2272,13538,0.167823903
"A02",1212,"일반소시지","소시지","식품",836,13538,0.061752105
"A02",1213,"후랑크소시지","소시지","식품",2030,13538,0.149948294
"A02",1214,"냉장햄세트","냉장햄세트","식품",10,13538,0.000738662
"A02",222,"단무지","냉장반찬","식품",604,13538,0.044615157
"A02",1447,"포장김치","냉장반찬","식품",1435,13538,0.105997932
"A02",1486,"교자만두","냉동만두","식품",2202,13538,0.162653272
"A02",1449,"군만두","냉동만두","식품",1378,13538,0.101787561
"A02",1487,"만두피","냉동만두","식품",142,13538,0.010488994
"A02",1448,"물만두","냉동만두","식품",622,13538,0.045944748
"A02",1450,"손찜만두","냉동만두","식품",923,13538,0.068178461
"A02",1452,"냉동부침/구이","냉동간식","식품",1566,13538,0.115674398
"A02",1451,"냉동튀김","냉동간식","식품",1814,13538,0.133993204
"A02",200,"도시락","도시락","식품",458,13538,0.033830699
"A02",201,"샌드위치","도시락","식품",392,13538,0.028955533
"A02",198,"김밥/롤","김/초밥","식품",1468,13538,0.108435515
"A02",197,"초밥","김/초밥","식품",1195,13538,0.088270055
"A02",202,"샐러드","간편조리","식품",501,13538,0.037006943
"A02",203,"요리","간편조리","식품",454,13538,0.033535234
"A02",867,"일반오리","오리고기","식품",62,13538,0.004579702
"A02",868,"훈제오리","오리고기","식품",1346,13538,0.099423844
"A02",743,"냉동계육","닭고기","식품",120,13538,0.008863939
"A02",1483,"닭부분육","닭고기","식품",1353,13538,0.099940907
"A02",744,"오골계","닭고기","식품",7,13538,0.000517063
"A02",1481,"일반닭","닭고기","식품",2156,13538,0.159255429
"A02",1482,"토종닭","닭고기","식품",780,13538,0.057615601
"A02",745,"훈제계육","닭고기","식품",131,13538,0.009676466
"A02",209,"순대","족발","식품",446,13538,0.032944305
"A02",207,"족발","족발","식품",938,13538,0.069286453
"A02",205,"요리떡","떡","식품",836,13538,0.061752105
"A02",204,"일반떡","떡","식품",1488,13538,0.109912838
"A02",206,"전통과자","떡","과자",233,13538,0.017210814
"A02",528,"기능성우유","흰우유","음료",3353,13538,0.247673216
"A02",537,"멸균흰우유","흰우유","음료",458,13538,0.033830699
"A02",536,"어린이우유","흰우유","음료",555,13538,0.040995716
"A02",1442,"일반흰우유","흰우유","음료",5017,13538,0.370586497
"A02",535,"친환경우유","흰우유","음료",351,13538,0.02592702
"A02",1198,"간식용치즈","치즈","과자",1723,13538,0.127271384
"A02",1199,"슬라이스치즈","치즈","과자",2467,13538,0.182227803
"A02",1200,"요리용치즈","치즈","과자",1915,13538,0.141453686
"A02",1204,"버터/마가린","유가공","식품",1179,13538,0.087088196
"A02",1205,"크림연유","유가공","식품",684,13538,0.05052445
"A02",1444,"떠먹는요구르트","요구르트","음료",4597,13538,0.339562712
"A02",1194,"마시는요구르트","요구르트","음료",3117,13538,0.230240804
"A02",1443,"어린이/액상요구르트","요구르트","음료",2839,13538,0.209706013
"A02",1201,"냉장케익","디저트","과자",223,13538,0.016472152
"A02",1202,"젤리","디저트","과자",839,13538,0.061973704
"A02",1203,"푸딩","디저트","과자",482,13538,0.035603486
"A02",1163,"과일음료","냉장음료","음료",2898,13538,0.214064116
"A02",1164,"과채음료","냉장음료","음료",572,13538,0.04225144
"A02",1165,"냉장차음료","냉장음료","음료",368,13538,0.027182745
"A02",1166,"냉장커피음료","냉장음료","음료",1651,13538,0.121953021
"A02",1167,"수입냉장음료","냉장음료","음료",245,13538,0.018097208
"A02",540,"견과우유/냉장두유","가공우유","음료",356,13538,0.026296351
"A02",538,"과일맛우유","가공우유","음료",1625,13538,0.120032501
"A02",541,"멸균가공우유","가공우유","음료",863,13538,0.063746491
"A02",539,"커피/초코우유","가공우유","음료",1492,13538,0.110208303
"A02",325,"즉석어포","즉석구이안주","식품",61,13538,0.004505835
"A02",510,"즉석오징어","즉석구이안주","식품",99,13538,0.007312749
"A02",811,"구운쥐치포","쥐치포","식품",602,13538,0.044467425
"A02",812,"어포류","쥐치포","식품",692,13538,0.051115379
"A02",813,"쥐치포","쥐치포","식품",475,13538,0.035086423
"A02",805,"백진미","조미오징어","식품",1133,13538,0.083690353
"A02",806,"홍진미","조미오징어","식품",606,13538,0.04476289
"A02",807,"훈제,구이진미","조미오징어","식품",787,13538,0.058132664
"A02",808,"국산육포","육포","식품",195,13538,0.0144039
"A02",809,"돈,닭,치즈육포","육포","식품",81,13538,0.005983159
"A02",810,"수입산육포","육포","식품",733,13538,0.054143891
"A02",801,"동해안건오징어","건오징어","식품",473,13538,0.034938691
"A02",802,"반건오징어","건오징어","식품",148,13538,0.010932191
"A02",803,"울릉도건오징어","건오징어","식품",76,13538,0.005613828
"A02",804,"원양산건오징어","건오징어","식품",33,13538,0.002437583
"A02",882,"건과일","건과","식품",907,13538,0.066996602
"A02",883,"과일칩","건과","식품",104,13538,0.00768208
"A02",1,"땅콩","건과","식품",657,13538,0.048530064
"A02",884,"마카다미아","건과","식품",215,13538,0.015881223
"A02",885,"믹스넛","건과","식품",925,13538,0.068326193
"A02",886,"시즈닝견과","건과","식품",119,13538,0.008790072
"A02",1579,"아몬드","건과","식품",1115,13538,0.082360762
"A02",1416,"요리용견과","건과","식품",416,13538,0.03072832
"A02",1418,"친환경건과","건과","식품",10,13538,0.000738662
"A02",1417,"캐슈넛","건과","식품",246,13538,0.018171074
"A02",887,"피스타치오","건과","식품",260,13538,0.0192052
"A02",888,"하루견과","건과","식품",432,13538,0.031910179
"A02",2,"호두","건과","식품",937,13538,0.069212587
"A02",119,"즉석도정미","즉석도정미","식품",771,13538,0.056950805
"A02",1464,"친환경도정미","즉석도정미","식품",8,13538,0.000590929
"A02",1328,"온라인양곡","온라인양곡","식품",1,13538,7.39e-05
"A02",1462,"기능성미","양곡","식품",62,13538,0.004579702
"A02",4,"일반미","양곡","식품",1529,13538,0.11294135
"A02",1463,"친환경양곡","양곡","식품",349,13538,0.025779288
"A02",127,"양곡가공","가공양곡","식품",456,13538,0.033682966
"A02",1330,"냉동육가공품","육가공품","식품",37,13538,0.002733048
"A02",872,"돈가스","육가공품","식품",436,13538,0.032205643
"A02",873,"소시지","육가공품","식품",544,13538,0.040183188
"A02",874,"스테이크","육가공품","식품",564,13538,0.041660511
"A02",875,"햄류","육가공품","식품",177,13538,0.013074309
"A02",1329,"냉동양념육","양념육","식품",38,13538,0.002806914
"A02",869,"닭/오리양념육","양념육","식품",297,13538,0.021938248
"A02",870,"돼지양념육","양념육","식품",1042,13538,0.076968533
"A02",871,"소양념육","양념육","식품",1329,13538,0.098168119
"A02",195,"일반튀김","튀김","식품",973,13538,0.071871768
"A02",196,"치킨","튀김","식품",2080,13538,0.153641601
"A02",193,"꼬치","구이","식품",434,13538,0.032057911
"A02",194,"훈제/로스트","구이","식품",1184,13538,0.087457527
"A02",1175,"과일통조림","통조림","식품",678,13538,0.050081253
"A02",47,"수산통조림","통조림","식품",1837,13538,0.135692126
"A02",1176,"참치통조림","통조림","식품",2540,13538,0.187620033
"A02",1177,"채소통조림","통조림","식품",1392,13538,0.102821687
"A02",48,"축산물통조림","통조림","식품",1862,13538,0.13753878
"A02",46,"과일잼","잼","식품",893,13538,0.065962476
"A02",1174,"스프레드","잼","식품",550,13538,0.040626385
"A02",1253,"성인두유","두유","식품",1111,13538,0.082065298
"A02",1026,"보리류","잡곡","식품",212,13538,0.015659625
"A02",1027,"슈퍼푸드잡곡류","잡곡","식품",790,13538,0.058354262
"A02",1029,"찰현미류","잡곡","식품",450,13538,0.03323977
"A02",1030,"찹쌀류","잡곡","식품",773,13538,0.057098537
"A02",1031,"친환경잡곡","잡곡","식품",415,13538,0.030654454
"A02",1032,"콩류","잡곡","식품",542,13538,0.040035456
"A02",1033,"현미류","잡곡","식품",404,13538,0.029841926
"A02",1034,"혼합잡곡","잡곡","식품",345,13538,0.025483823
"A02",1035,"흑미류","잡곡","식품",421,13538,0.031097651
"A02",1043,"온라인잡곡류","온라인잡곡선식","식품",1,13538,7.39e-05
"A02",1036,"곡물스낵","선식","식품",549,13538,0.040552519
"A02",1038,"다이어트대용식","선식","식품",13,13538,0.00096026
"A02",1039,"미숫가루","선식","식품",378,13538,0.027921406
"A02",1040,"볶은통곡물","선식","식품",117,13538,0.00864234
"A02",1041,"일반선식","선식","식품",301,13538,0.022233713
"A02",1042,"하루한끼선식","선식","식품",15,13538,0.001107992
"A02",1215,"자연향신료","향신료","식품",1554,13538,0.114788004
"A02",37,"간장","장류","식품",2114,13538,0.156153051
"A02",38,"고추장","장류","식품",2111,13538,0.155931452
"A02",39,"된장","장류","식품",557,13538,0.041143448
"A02",40,"쌈장","장류","식품",1532,13538,0.113162949
"A02",41,"춘장","장류","식품",89,13538,0.006574088
"A02",1216,"액젓","액상조미료","식품",429,13538,0.03168858
"A02",1217,"요리식초","액상조미료","식품",1832,13538,0.135322795
"A02",1218,"음료식초","액상조미료","식품",554,13538,0.04092185
"A02",1580,"직영식자재","식자재","식품",87,13538,0.006426355
"A02",1169,"올리브유","식용유지","식품",607,13538,0.044836756
"A02",1170,"일반유","식용유지","식품",947,13538,0.069951248
"A02",42,"참기름","식용유지","식품",1295,13538,0.09565667
"A02",1171,"카놀라유","식용유지","식품",706,13538,0.052149505
"A02",1172,"포도씨유","식용유지","식품",535,13538,0.039518393
"A02",1228,"수입소스","수입조미","식품",1789,13538,0.13214655
"A02",1229,"수입유지","수입조미","식품",288,13538,0.021273453
"A02",1230,"수입장류","수입조미","식품",102,13538,0.007534348
"A02",1231,"수입조미료","수입조미","식품",608,13538,0.044910622
"A02",1597,"드레싱","소스류","식품",522,13538,0.038558133
"A02",36,"마요네즈","소스류","식품",1295,13538,0.09565667
"A02",1453,"소스","소스류","식품",3431,13538,0.253434776
"A02",35,"케찹","소스류","식품",1591,13538,0.117521052
"A02",1225,"설탕","소금/설탕류","식품",1740,13538,0.128527109
"A02",1226,"소금","소금/설탕류","식품",1514,13538,0.111833358
"A02",1227,"액상과당","소금/설탕류","식품",1349,13538,0.099645442
"A02",1223,"가공조미료","복합조미료","식품",786,13538,0.058058797
"A02",1224,"자연조미료","복합조미료","식품",355,13538,0.026222485
"A02",1195,"곡물가루","가루","식품",1573,13538,0.116191461
"A02",1455,"부침/튀김가루","가루","식품",1438,13538,0.10621953
"A02",1596,"제빵재료","가루","식품",505,13538,0.037302408
"A02",1595,"홈메이드믹스","가루","식품",1341,13538,0.099054513
"A02",208,"나물/부침","조리반찬","식품",199,13538,0.014699365
"A02",210,"반찬류","조리반찬","식품",917,13538,0.067735264
"A02",211,"젓갈류","조리반찬","식품",700,13538,0.051706308
"A02",213,"즉석국탕/볶음","조리반찬","식품",56,13538,0.004136505
"A02",212,"즉석김치류","조리반찬","식품",411,13538,0.03035899
"A02",215,"김장김치","시즌반찬","식품",18,13538,0.001329591
"A02",214,"제철반찬","시즌반찬","식품",52,13538,0.00384104
"A02",217,"일반젓갈","포장젓갈","식품",236,13538,0.017432412
"A02",216,"저염젓갈","포장젓갈","식품",42,13538,0.003102378
"A02",220,"볶음/무침반찬","포장반찬","식품",119,13538,0.008790072
"A02",221,"온라인포장반찬","포장반찬","식품",1,13538,7.39e-05
"A02",218,"절임반찬","포장반찬","식품",2135,13538,0.15770424
"A02",219,"조림반찬","포장반찬","식품",140,13538,0.010341262
"A02",373,"아동장갑","장갑","아동",80,13538,0.005909292
"A02",593,"아동서적","서적","아동",342,13538,0.025262225
"A02",332,"아동화브랜드","아동화브랜드","아동",4,13538,0.000295465
"A02",380,"주니어","아동브랜드","아동",377,13538,0.02784754
"A02",379,"키즈","아동브랜드","아동",402,13538,0.029694194
"A02",378,"토들러","아동브랜드","아동",614,13538,0.045353819
"A02",383,"카테고리킬러","아동복합샵","아동",328,13538,0.024228099
"A02",382,"컨셉편집","아동복합샵","아동",253,13538,0.018688137
"A02",437,"주니어상의","주니어웨어","아동",80,13538,0.005909292
"A02",438,"주니어아우터","주니어웨어","아동",19,13538,0.001403457
"A02",439,"주니어하의","주니어웨어","아동",73,13538,0.005392229
"A02",433,"주니어스포츠상의","주니어스포츠","아동",20,13538,0.001477323
"A02",434,"주니어스포츠상하복","주니어스포츠","아동",15,13538,0.001107992
"A02",435,"주니어스포츠아우터","주니어스포츠","아동",15,13538,0.001107992
"A02",436,"주니어스포츠하의","주니어스포츠","아동",7,13538,0.000517063
"A02",300,"남주니어양말","주니어양말","아동",153,13538,0.011301522
"A02",301,"여주니어양말","주니어양말","아동",18,13538,0.001329591
"A02",302,"주니어캐릭터","주니어양말","아동",31,13538,0.002289851
"A02",287,"베이비양말","아동양말","아동",5,13538,0.000369331
"A02",292,"아동묶음양말","아동양말","아동",361,13538,0.026665682
"A02",288,"아동반장","아동양말","아동",38,13538,0.002806914
"A02",293,"아동수면양말","아동양말","아동",7,13538,0.000517063
"A02",290,"아동스니커즈","아동양말","아동",56,13538,0.004136505
"A02",291,"아동양말기획","아동양말","아동",116,13538,0.008568474
"A02",286,"아동캐주얼","아동양말","아동",315,13538,0.023267839
"A02",289,"아동타이즈","아동양말","아동",81,13538,0.005983159
"A02",298,"아동실내덧신","덧신","아동",102,13538,0.007534348
