BIZ_UNIT,PD_S_C,PD_S_NM,,PD_M_NM,,PD_H_NM,,cnt.x,cnt.y,percent
A04,52,흰우유(대),,흰우유,,유음료,음료,405,5720,0.070804196
A04,50,흰우유(소）,,흰우유,,유음료,음료,490,5720,0.085664336
A04,51,흰우유(중),,흰우유,,유음료,음료,288,5720,0.05034965
A04,298,건강음료,,기능성드링크,,음료,음료,502,5720,0.087762238
A04,300,보건드링크,,기능성드링크,,음료,음료,549,5720,0.095979021
A04,297,비타민음료,,기능성드링크,,음료,음료,829,5720,0.14493007
A04,301,선물세트,제거,기능성드링크,,음료,음료,5,5720,0.000874126
A04,296,숙취해소음료,,기능성드링크,,음료,음료,415,5720,0.072552448
A04,302,에너지음료,,기능성드링크,,음료,음료,133,5720,0.023251748
A04,299,홍삼음료,,기능성드링크,,음료,음료,79,5720,0.013811189
A04,289,1000ml이상,제거,생수,,음료,음료,533,5720,0.093181818
A04,288,500ml이하,제거,생수,,음료,음료,1440,5720,0.251748252
A04,290,프리미엄생수,제거,생수,,음료,음료,738,5720,0.129020979
A04,295,주스선물세트,제거,선물세트,,음료,음료,141,5720,0.02465035
A04,294,차음료선물세트,제거,선물세트,,음료,음료,1,5720,0.000174825
A04,293,스포츠음료(대),,스포츠음료,,음료,음료,117,5720,0.020454545
A04,291,스포츠음료(소),,스포츠음료,,음료,음료,384,5720,0.067132867
A04,292,스포츠음료(중),,스포츠음료,,음료,음료,594,5720,0.103846154
A04,283,전통음료(대),,전통음료,,음료,음료,11,5720,0.001923077
A04,281,전통음료(소),,전통음료,,음료,음료,345,5720,0.060314685
A04,282,전통음료(중),,전통음료,,음료,음료,222,5720,0.038811189
A04,287,주스(대),,주스,,음료,음료,202,5720,0.035314685
A04,284,주스(소병),,주스,,음료,음료,428,5720,0.074825175
A04,285,주스(소캔),,주스,,음료,음료,261,5720,0.045629371
A04,286,주스(중),,주스,,음료,음료,940,5720,0.164335664
A04,280,기타차,제거,차음료,,음료,음료,862,5720,0.150699301
A04,278,녹차,,차음료,,음료,음료,364,5720,0.063636364
A04,277,보리차,,차음료,,음료,음료,476,5720,0.083216783
A04,276,옥수수차,,차음료,,음료,음료,587,5720,0.102622378
A04,279,홍차,,차음료,,음료,음료,339,5720,0.059265734
A04,275,기타,제거,커피음료,,음료,음료,31,5720,0.00541958
A04,274,병커피,,커피음료,,음료,음료,122,5720,0.021328671
A04,273,캔커피(NB),,커피음료,,음료,음료,663,5720,0.115909091
A04,272,캔커피(소),,커피음료,,음료,음료,929,5720,0.162412587
A04,271,과일향탄산(대),,탄산음료,,음료,음료,66,5720,0.011538462
A04,269,과일향탄산(소),,탄산음료,,음료,음료,772,5720,0.134965035
A04,270,과일향탄산(중),,탄산음료,,음료,음료,539,5720,0.094230769
A04,268,사이다(대),,탄산음료,,음료,음료,177,5720,0.030944056
A04,266,사이다(소),,탄산음료,,음료,음료,395,5720,0.069055944
A04,267,사이다(중),,탄산음료,,음료,음료,328,5720,0.057342657
A04,265,콜라(대),,탄산음료,,음료,음료,208,5720,0.036363636
A04,263,콜라(소),,탄산음료,,음료,음료,501,5720,0.087587413
A04,264,콜라(중),,탄산음료,,음료,음료,519,5720,0.090734266
A04,449,AAA사이즈,제거,건전지,,일용잡화,생필품,76,5720,0.013286713
A04,448,AA사이즈,제거,건전지,,일용잡화,생필품,112,5720,0.01958042
A04,450,기타사이즈,제거,건전지,,일용잡화,생필품,34,5720,0.005944056
A04,460,금연보조용품,제거,담배관련용품,,일용잡화,생필품,4,5720,0.000699301
A04,458,라이터,제거,담배관련용품,,일용잡화,생필품,483,5720,0.084440559
A04,459,소품,제거,담배관련용품,,일용잡화,생필품,8,5720,0.001398601
A04,452,2단우산,제거,우산,,일용잡화,생필품,21,5720,0.003671329
A04,451,3단우산,제거,우산,,일용잡화,생필품,63,5720,0.011013986
A04,455,우비,제거,우산,,일용잡화,생필품,19,5720,0.003321678
A04,454,일회용우산,제거,우산,,일용잡화,생필품,190,5720,0.033216783
A04,453,장우산,제거,우산,,일용잡화,생필품,26,5720,0.004545455
A04,470,자동차용품,제거,자동차용품,,일용잡화,생필품,2,5720,0.00034965
A04,457,배선기구,제거,전기/공구,,일용잡화,생필품,17,5720,0.002972028
A04,456,조명기구,제거,전기/공구,,일용잡화,생필품,8,5720,0.001398601
A04,465,애완용품(직배),,취미/애완용품,애완용품,일용잡화,생필품,2,5720,0.00034965
A04,464,애완푸드,,취미/애완용품,애완용품,일용잡화,생필품,11,5720,0.001923077
A04,461,카드,제거,취미/애완용품,,일용잡화,생필품,6,5720,0.001048951
A04,463,카메라/필름,제거,취미/애완용품,,일용잡화,생필품,1,5720,0.000174825
A04,462,화투,제거,취미/애완용품,,일용잡화,생필품,9,5720,0.001573427
A04,466,CD,제거,휴대폰/주변기기,,일용잡화,생필품,2,5720,0.00034965
A04,467,메모리카드,제거,휴대폰/주변기기,,일용잡화,생필품,2,5720,0.00034965
A04,469,스마트폰 액세서리(구전산소품),제거,휴대폰/주변기기,,일용잡화,생필품,98,5720,0.017132867
A04,468,이어폰/이어셋,제거,휴대폰/주변기기,,일용잡화,생필품,48,5720,0.008391608
A04,253,과실주,,곡주,,전통주,음주,60,5720,0.01048951
A04,252,약주,,곡주,,전통주,음주,39,5720,0.006818182
A04,251,청주,,곡주,,전통주,음주,34,5720,0.005944056
A04,250,탁주,,곡주,,전통주,음주,162,5720,0.028321678
A04,254,일반선물세트,제거,선물세트,,전통주,음주,2,5720,0.00034965
A04,249,PET소주,,소주,,전통주,음주,64,5720,0.011188811
A04,247,병소주,,소주,,전통주,음주,528,5720,0.092307692
A04,248,팩소주,,소주,,전통주,음주,10,5720,0.001748252
A04,20,롤샌드,,롤샌드/핫도그,,조리빵,간식,27,5720,0.00472028
A04,21,핫도그,,롤샌드/핫도그,,조리빵,간식,26,5720,0.004545455
A04,19,베이글,,머핀/베이글,,조리빵,간식,10,5720,0.001748252
A04,18,잉글리쉬머핀,,머핀/베이글,,조리빵,간식,6,5720,0.001048951
A04,15,삼각샌드,,샌드위치,,조리빵,간식,495,5720,0.086538462
A04,16,토스트샌드,,샌드위치,,조리빵,간식,141,5720,0.02465035
A04,17,햄버거,,햄버거,,조리빵,간식,302,5720,0.052797203
A04,205,해산건물,제거,건해산물,,조미료/건물,,75,5720,0.013111888
A04,216,밀가루,제거,분말가루,,조미료/건물,,13,5720,0.002272727
A04,218,건물세트,제거,선물세트,,조미료/건물,,3,5720,0.000524476
A04,217,조미세트,제거,선물세트,,조미료/건물,,9,5720,0.001573427
A04,210,소스,제거,소스류,,조미료/건물,,9,5720,0.001573427
A04,209,식초,제거,소스류,,조미료/건물,,2,5720,0.00034965
A04,208,홍초,제거,소스류,,조미료/건물,,55,5720,0.009615385
A04,212,식용유,제거,식용유지,,조미료/건물,,16,5720,0.002797203
A04,211,참기름,제거,식용유지,,조미료/건물,,11,5720,0.001923077
A04,206,간장,제거,장류,,조미료/건물,,6,5720,0.001048951
A04,207,장,제거,장류,,조미료/건물,,40,5720,0.006993007
A04,213,미원,제거,조미료,,조미료/건물,,9,5720,0.001573427
A04,215,설탕,제거,조미료,,조미료/건물,,9,5720,0.001573427
A04,214,소금,제거,조미료,,조미료/건물,,5,5720,0.000874126
A04,46,Hot Snack,,Hot Food,,즉석 식품,간편식품,9,5720,0.001573427
A04,45,치킨(컨셉점포),,Hot Food,,즉석 식품,간편식품,21,5720,0.003671329
A04,49,대용량얼음,제거,얼음,,즉석 식품,,62,5720,0.010839161
A04,48,봉지얼음,제거,얼음,,즉석 식품,,69,5720,0.012062937
A04,47,컵얼음,제거,얼음,,즉석 식품,,429,5720,0.075
A04,40,꼬치 타입,,오뎅,,즉석 식품,간편식품,76,5720,0.013286713
A04,37,걸프,,즉석음료,,즉석 식품,간편식품,6,5720,0.001048951
A04,38,스무디아,,즉석음료,,즉석 식품,간편식품,12,5720,0.002097902
A04,39,아이스음료,,즉석음료,,즉석 식품,간편식품,11,5720,0.001923077
A04,43,기타,제거,즉석조리,,즉석 식품,간편식품,48,5720,0.008391608
A04,41,델리만쥬,,즉석조리,,즉석 식품,간편식품,1,5720,0.000174825
A04,44,즉석라면,,즉석조리,,즉석 식품,간편식품,12,5720,0.002097902
A04,42,치킨,,즉석조리,,즉석 식품,간편식품,25,5720,0.004370629
A04,35,아이스커피,,파우치음료,,즉석 식품,간편식품,509,5720,0.088986014
A04,36,아이스티,,파우치음료,,즉석 식품,간편식품,256,5720,0.044755245
A04,178,기타,제거,건강기능식품,,커피/차,음료,4,5720,0.000699301
A04,176,음료,,건강기능식품,,커피/차,음료,2,5720,0.00034965
A04,177,정제형,,건강기능식품,,커피/차,음료,29,5720,0.00506993
A04,174,일반선물세트,제거,선물세트,,커피/차,음료,1,5720,0.000174825
A04,175,택배선물세트,제거,선물세트,,커피/차,음료,3,5720,0.000524476
A04,166,국산차,,원컵,,커피/차,음료,83,5720,0.01451049
A04,163,믹스커피,,원컵,,커피/차,음료,158,5720,0.027622378
A04,164,원두커피,,원컵,,커피/차,음료,79,5720,0.013811189
A04,165,코코아,,원컵,,커피/차,음료,51,5720,0.008916084
A04,173,꿀,,쨈/꿀,,커피/차,음료,1,5720,0.000174825
A04,172,쨈,,쨈/꿀,,커피/차,음료,6,5720,0.001048951
A04,169,곡물차,,차,,커피/차,음료,23,5720,0.004020979
A04,167,국산차,,차,,커피/차,음료,23,5720,0.004020979
A04,171,기타차,제거,차,,커피/차,음료,8,5720,0.001398601
A04,168,녹차류,,차,,커피/차,음료,12,5720,0.002097902
A04,170,홍차류,,차,,커피/차,음료,5,5720,0.000874126
A04,159,믹스커피,,커피,,커피/차,음료,165,5720,0.028846154
A04,160,원두커피,,커피,,커피/차,음료,3,5720,0.000524476
A04,161,커피분말/커피크림,,커피,,커피/차,음료,1,5720,0.000174825
A04,162,코코아,,커피,,커피/차,음료,8,5720,0.001398601
